ID,Label (description),Category,EcoSIM Other Names,EcoSIM Variable Name,File Name,Definition,Comment,Related Synonyms,Exact Synonyms,Type,DbXrefs,has_units,qualifiers,attributes,measured_ins,measurement_ofs,contexts,Parents
ECOSIM:0000544,carboxylation efficiency,canopy data type,,RubiscoCarboxyEff_node,CanopyDataType.txt,"Carboxylation efficiency refers to the rate at which plants convert carbon dioxide (CO2) into organic compounds through the process of photosynthesis. It represents the ability of plants to utilize CO2 effectively and convert it into carbohydrates, which are necessary for growth and development. Carboxylation efficiency is influenced by various factors such as temperature, light intensity, and the concentration of CO2 in the atmosphere. It is an important parameter in Earth system models as it helps to understand the overall carbon cycle and the response of vegetation to changing environmental conditions.",,,,Class,,umol umol-1,,,Leaf,,,
ECOSIM:0000545,bundle sheath nonstructural C3 content in C4 photosynthesis,canopy data type,,CMassCO2BundleSheath_node,CanopyDataType.txt,"The bundle sheath nonstructural C3 content in C4 photosynthesis refers to the amount of non-structural carbon compounds in the bundle sheath cells of C4 plants during photosynthesis. Non-structural carbon compounds are essential for plant growth and survival, and play a crucial role in C4 photosynthesis which is a specialized form of photosynthesis that optimizes carbon uptake and water use efficiency.",,,,Class,,g d-2,,,BundleSheathCell,NonstructuralC3Content,C4Photosynthesis,
ECOSIM:0000546,maximum dark C4 carboxylation rate under saturating CO2,canopy data type,,Vmax4PEPCarboxy_pft,CanopyDataType.txt,VCGR4 refers to the maximum rate of C4 carboxylation in the dark under  saturating CO2 which represents a key physiological parameter in C4 photosynthesis. This rate is indicative of the plant's metabolic capacity to convert CO2 into energy-rich molecules in the absence of sunlight.,,,,Class,,umol m-2 s-1,,MetabolicRate,Leaf,C4Carboxylation,,
ECOSIM:0000547,C4 carboxylation rate,canopy data type,,CO2lmtPEPCarboxyRate_node,CanopyDataType.txt,"The rate at which carbon dioxide is enzymatically added to C4 organic compounds,",,,,Class,,umol m-2 s-1,,,,,,
ECOSIM:0000548,maximum light C4 carboxylation rate under saturating CO2,canopy data type,,LigthSatC4CarboxyRate_node,CanopyDataType.txt,Maximum light C4 carboxylation rate under saturating CO2 refers to the maximum rate at which the C4 photosynthetic pathway can absorb and convert CO2 into carbohydrates under light conditions when the concentration of CO2 is not limiting. This measurement provides an estimate of the potential efficiency and capacity of the C4 photosynthetic pathway under optimal light conditions.,,,,Class,,umol m-2 s-1,,Rate,Leaf,C4Carboxylation,,
ECOSIM:0000549,C4 carboxylation efficiency,canopy data type,,C4CarboxyEff_node,CanopyDataType.txt,"C4 carboxylation efficiency refers to the efficiency of the carbon fixation process in C4 plants, where atmospheric carbon dioxide (CO2) is converted into organic compounds through a series of biochemical reactions. It quantifies the ratio of how much CO2 is taken up by the plant to how much energy is expended during this process. A higher C4 carboxylation efficiency indicates that the plant can more effectively utilize CO2 to produce biomass, resulting in increased productivity and potentially greater resilience to environmental stresses such as drought or high temperatures.",,,,Class,,umol umol-1,,,,C4Carboxylation,,
ECOSIM:0000550,leaf nonstructural C4 content in C4 photosynthesis,canopy data type,,CPOOL4_node,CanopyDataType.txt,"Leaf nonstructural C4 content in C4 photosynthesis refers to the amount of nonstructural carbon (C4) present in the leaves of C4 photosynthesizing plants. This can include sugars, starches, and other carbon compounds that are not a part of the plant's structural tissue. It is an important parameter for understanding plant physiology and for modeling photosynthesis and carbon cycling in terrestrial ecosystems.",,,,Class,,g d-2,,Content,Leaf,C4,C4Photosynthesis,
ECOSIM:0000551,bundle sheath nonstructural C3 content in C4 photosynthesis,canopy data type,,CMassHCO3BundleSheath_node,CanopyDataType.txt,"The bundle sheath nonstructural C3 content in C4 photosynthesis refers to the amount of non-structural carbon compounds in the bundle sheath cells of C4 plants during photosynthesis. Non-structural carbon compounds are essential for plant growth and survival, and play a crucial role in C4 photosynthesis which is a specialized form of photosynthesis that optimizes carbon uptake and water use efficiency.",,,,Class,,g d-2,,,BundleSheathCell,NonstructuralC3Content,C4Photosynthesis,
ECOSIM:0000552,branch down-regulation of CO2 fixation,canopy data type,,RubiscoActivity_brch,CanopyDataType.txt,Branch Down-regulation of CO2 fixation refers to the process that reduces the rate of carbon dioxide fixation in a branch of a plant. This process can occur due to environmental changes or physiological feedback mechanism within the plant.,,,,Class,,,,,Branch,CO2Fixation,,
ECOSIM:0000553,down-regulation of C4 photosynthesis,canopy data type,,NutrientCtrlonC4Carboxy_node,CanopyDataType.txt,"Negative regulation of the carbon fixation pathway, known as C4 photosynthesis, where the reaction is shut down or slowed down.",,,,Class,,,,,Leaf,C4Photosynthesis,,
ECOSIM:0000554,down-regulation of C4 photosynthesis,canopy data type,,C4PhotosynDowreg_brch,CanopyDataType.txt,"Negative regulation of the carbon fixation pathway, known as C4 photosynthesis, where the reaction is shut down or slowed down.",,,,Class,,,,,Leaf,C4Photosynthesis,,
ECOSIM:0000555,total net canopy CO2 exchange,canopy data type,,NetCO2Flx2Canopy_col,CanopyDataType.txt,"Total net canopy CO2 exchange refers to the overall balance of carbon dioxide (CO2) uptake and release by vegetation in the Earth's ecosystems. It represents the net difference between the photosynthetic uptake of CO2 by plants during photosynthesis and the CO2 released during respiration and other processes. This parameter is influenced by various factors, including environmental conditions such as temperature, light intensity, and CO2 concentration, as well as the physiological characteristics of the vegetation. Understanding the total net canopy CO2 exchange is crucial for quantifying the carbon cycle and predicting the impact of climate change on terrestrial ecosystems.",,,,Class,,g d-2 h-1,,NetExchange,Canopy,CO2,,
ECOSIM:0000556,rubisco carboxylase activity,canopy data type,,VmaxRubCarboxyRef_pft,CanopyDataType.txt,"The maximum carboxylation rate of the enzyme Rubisco. It is an important parameter in plant physiology and biochemistry, as it determines the maximum rate at which plants can assimilate carbon dioxide during photosynthesis.",,,,Class,,umol g-1 h-1 at 25 oC,,Activity,Leaf,RubiscoActivity,,
ECOSIM:0000557,rubisco oxygenase activity,canopy data type,,VmaxRubOxyRef_pft,CanopyDataType.txt,"The rate of the oxygenase reaction catalyzed by rubisco that leads to photorespiration,",,,,Class,,umol g-1 h-1 at 25 oC,,,,,,
ECOSIM:0000558,PEP carboxylase activity,canopy data type,,VmaxPEPCarboxyRef_pft,CanopyDataType.txt,,,,,Class,,umol g-1 h-1 at 25 oC,,Activity,Leaf,PEPCarboxylase,,
ECOSIM:0000559,Km for rubisco carboxylase activity,canopy data type,,XKCO2_pft,CanopyDataType.txt,"Km for rubisco carboxylase activity is the Michaelis-Menten constant for the enzyme ribulose-1,5-bisphosphate carboxylase/oxygenase (rubisco) during its carboxylation reaction. It represents the concentration of CO2 at which the reaction rate is half of its maximum. This parameter is crucial in understanding and modelling the process of photosynthesis because rubisco is the key enzyme that catalyzes the first step of carbon fixation.",,,,Class,,uM,,,,RubiscoCarboxylaseActivity,,
ECOSIM:0000560,Km for rubisco oxygenase activity,canopy data type,,XKO2_pft,CanopyDataType.txt,"Km for Rubisco oxygenase activity refers to the concentration of O2 at which the carbon fixation by Rubisco (ribulose-1,5-bisphosphate carboxylase/oxygenase, the enzyme responsible for photosynthesis) is half of the maximum rate. This gives an indication of the affinity of Rubisco for O2 and its role in photorespiration, a process that decreases the efficiency of photosynthesis.",,,,Class,,uM,,,,RubiscoOxygenaseActivity,,
ECOSIM:0000561,Km for PEP carboxylase activity,canopy data type,,Km4PEPCarboxy_pft,CanopyDataType.txt,"Km for PEP carboxylase activity refers to the substrate concentration at which the reaction rate is half of the maximum rate for the PEP carboxylase enzyme. It is an important measure in plant physiology, indicating the enzyme's affinity for its substrate under specific conditions.",,,,Class,,uM,,,Plant,PEPCarboxylase,,
ECOSIM:0000562,leaf rubisco content,canopy data type,,LeafRuBPConc_pft,CanopyDataType.txt,,,,,Class,,g g-1,,,Leaf,,,
ECOSIM:0000563,leaf PEP carboxylase content,canopy data type,,FracLeafProtinAsPEPCarboxyl_pft,CanopyDataType.txt,"Leaf PEP carboxylase content refers to the amount of phosphoenolpyruvate (PEP) carboxylase, an enzyme widely distributed in plants and bacteria involved in many biochemical pathways including carbon fixation and amino acid metabolism, present in the leaf. This measure is key in the modelling of plant photosynthesis and primary productivity, and influences the responses of plant growth to environmental factors such as light, temperature, and CO2 concentrations.",,,,Class,,g g-1,,Content,Leaf,PEPCarboxylase,,
ECOSIM:0000564,cholorophyll activity,canopy data type,,SpecChloryfilAct_pft,CanopyDataType.txt,,,,,Class,,umol g-1 h-1 at 25 oC,,Activity,Leaf,Chlorophyll,,
ECOSIM:0000565,leaf C3 chlorophyll content,canopy data type,,LeafC3ChlorofilConc_pft,CanopyDataType.txt,"Leaf C3 chlorophyll content refers to the concentration or amount of chlorophyll present in the leaves of C3 plants. Chlorophyll is the primary pigment responsible for capturing light energy during photosynthesis. This parameter is important in Earth system modeling as it influences the rate of photosynthesis and hence the productivity and carbon uptake of C3 plants. It can be used to estimate plant health, growth, and overall ecosystem functioning. Leaf C3 chlorophyll content is typically measured in units of mass (e.g., milligrams or grams) per unit leaf area (e.g., square meter).",,,,Class,,g g-1,,Content,Leaf,Chlorophyll,,
ECOSIM:0000566,leaf C4 chlorophyll content,canopy data type,,LeafC4ChlorofilConc_pft,CanopyDataType.txt,The term 'leaf C4 chlorophyll content' refers to the amount of chlorophyll present in the leaves of plants that utilize the C4 photosynthetic pathway. The C4 pathway is a biochemical process that some plants have evolved to optimize carbon fixation in environments with high temperature and low CO2 levels. The chlorophyll content in C4 leaves contributes to their ability to capture and convert sunlight into chemical energy through photosynthesis. Measurement of leaf C4 chlorophyll content is important in earth systems modeling as it helps in estimating plant productivity and the overall carbon cycle in C4 dominated ecosystems.,,,,Class,,g g-1,,Content,Leaf,Chlorophyll,,
ECOSIM:0000567,Ci:Ca ratio,canopy data type,,CanPCi2CaRatio,CanopyDataType.txt,,,,,Class,,,,,,,,
ECOSIM:0000568,canopy net radiation,canopy data type,,RadNet2Canopy_pft,CanopyDataType.txt,Canopy net radiation (RadNet2CanP) refers to the difference between the total incident solar radiation and the outgoing radiation at the canopy surface of a specific plant functional type (pft). It is an important parameter in earth systems modeling as it drives the energy budget of the canopy and affects various physiological processes such as photosynthesis and transpiration.,,,,Class,,MJ d-2 h-1,,,Canopy,Radiation,,
ECOSIM:0000569,canopy longwave radiation,canopy data type,,LWRadCanopy_pft,CanopyDataType.txt,"Canopy longwave radiation refers to the longwave radiation that is either absorbed, emitted or transmitted by the canopy.",,,,Class,,MJ d-2 h-1,,,Canopy,LongwaveRadiation,,
ECOSIM:0000570,canopy absorbed shortwave radiation,canopy data type,,RadSWbyCanopy_pft,CanopyDataType.txt,"Canopy absorbed shortwave radiation generally refers to the amount of incoming shortwave solar radiation that is absorbed by the leaves of the plant canopy. It is a key component of the overall energy balance of terrestrial ecosystems, influencing processes such as temperature regulation, photosynthesis, and evapotranspiration. Measurement of this factor is essential for understanding and modeling ecosystem energy dynamics.|Canopy absorbed shortwave radiation refers to the amount of incoming shortwave radiation (visible and near-visible light) that is absorbed by the canopy of a vegetation type in earth system modeling. This parameter is crucial for many terrestrial processes, such as photosynthesis and evapotranspiration. The amount of radiation absorbed by the canopy is influenced by various factors, including canopy structure, leaf optical properties, and atmospheric conditions.",,,,Class,,MJ d-2 h-1,,,Canopy,ShortwaveRadiation,,
ECOSIM:0000571,canopy absorbed PAR,canopy data type,,RadPARbyCanopy_pft,CanopyDataType.txt,,,,,Class,,umol m-2 s-1,,,,,,
ECOSIM:0000572,fraction of incoming PAR absorbed by canopy,canopy data type,,FracPARads2Canopy_pft,CanopyDataType.txt,,,,,Class,,,,,,,,
ECOSIM:0000573,fraction of radiation transmitted by canopy layer,canopy data type,,TAU_RadThru,CanopyDataType.txt,,,,,Class,,,Fraction,Fraction,CanopyLayer|Canopy,Radiation,,
ECOSIM:0000574,fraction of radiation intercepted by canopy layer,canopy data type,,TAU_DirectRTransmit,CanopyDataType.txt,"Fraction of radiation intercepted by canopy layer (TAUS) refers to the proportion of the incident solar radiation that is intercepted or absorbed by a specified canopy layer in an ecosystem. TAUS is an important parameter in biophysical and ecological modeling because it influences processes such as photosynthesis, energy balance, and microclimate conditions within the canopy. It is determined by factors including leaf area index (LAI), leaf angle distribution, canopy architecture, and optical properties of leaves.|The fraction of photosynthetically active radiation intercepted by a particular layer of the canopy. This is important as it impacts the photosynthetic capability of the plants.",,,,Class,,,,Fraction,CanopyLayer,,,
ECOSIM:0000575,fraction of radiation intercepted by ground surface,canopy data type,,FracSWRad2Grnd_col,CanopyDataType.txt,,,,,Class,,,,,,,,
ECOSIM:0000576,shortwave radiation incident on ground surface,canopy data type,,RadSWGrnd_col,CanopyDataType.txt,,,,,Class,,MJ h-1,,,,,,
ECOSIM:0000577,longwave radiation emitted by canopy,canopy data type,,LWRadCanGPrev_col,CanopyDataType.txt,"Longwave radiation emitted by the canopy, also known as thermal infrared radiation, is a type of electromagnetic radiation, which is emitted by the canopy layer of trees or other types of vegetation when they absorb and then re-emit part of the solar radiation they receive. This plays a critical role in the energy balance of the earth's surface and is essential in climate modelling and the study of global warming.",,,,Class,,MJ h-1,,Emission,Canopy,LongwaveRadiation,,
ECOSIM:0000578,longwave radiation emitted by ground surface,canopy data type,,LWRadGrnd,CanopyDataType.txt,,,,,Class,,MJ m-2 h-1,,,,,,
ECOSIM:0000579,canopy held water content,canopy data type,,WatHeldOnCanopy_col,CanopyDataType.txt,"Canopy held water content refers to the amount of water that is intercepted by the canopy of trees and plants. This water is typically held on the surface of leaves, branches, and other plant structures. Canopy held water content is a key component of the hydrological cycle because it has direct impacts on processes such as evaporation, transpiration, and runoff.",,,,Class,,m3 d-2,,Content,Canopy,Water,,
ECOSIM:0000580,net ice transfer to canopy,canopy data type,,Prec2Canopy_col,CanopyDataType.txt,,,,,Class,,MJ d-2 t-1,,,,,,
ECOSIM:0000581,grid net precipitation water interception to canopy,canopy data type,,PrecIntceptByCanopy_col,CanopyDataType.txt,,,,,Class,,MJ d-2 t-1,,,,,,
ECOSIM:0000582,canopy latent heat flux,canopy data type,,EvapTransLHeat_pft,CanopyDataType.txt,,,,,Class,,MJ d-2 h-1,,,,,,
ECOSIM:0000583,air to canopy sensible heat flux,canopy data type,,HeatXAir2PCan_pft,CanopyDataType.txt,"Air to Canopy Sensible Heat Flux refers to the rate of heat transfer from the air to the vegetation canopy due to the difference in temperature between the two media. This process plays a significant role in the energy balance of landscapes and is a key parameter in Earth system modeling. Factors that can influence this flux include air and canopy temperature, wind speed, and canopy structure.",,,,Class,,MJ d-2 h-1,,,Canopy|Air,,,
ECOSIM:0000584,canopy storage heat flux,canopy data type,,HeatStorCanopy_pft,CanopyDataType.txt,"Canopy storage heat flux, or 'heat stored in the canopy', refers to the amount of heat that is absorbed and stored in a vegetation canopy. This heat is later released back into the atmosphere, affecting the local microclimate. The heat flux contributes to the overall energy balance of an ecosystem, influencing processes like evapotranspiration and photosynthesis.",,,,Class,,MJ d-2 h-1,,,Canopy,,,
ECOSIM:0000585,canopy heat storage from previous time step,canopy data type,,ENGYX_pft,CanopyDataType.txt,Canopy heat storage from previous time step relates to the quantity of heat energy stored in the canopy of a particular plant or vegetation cover from the previous time interval. It is an important parameter to calculate energy balance in the landscape ecosystem.,,,,Class,,MJ d-2,,Energy,Canopy,Heat,,
ECOSIM:0000586,canopy heat capacity,canopy data type,,VHeatCapCanopy_pft,CanopyDataType.txt,,,,,Class,,MJ d-2 K-1,,,Canopy,VHeatCap,,
ECOSIM:0000587,plant canopy total water potential,canopy data type,,PSICanopy_pft,CanopyDataType.txt,,,,,Class,,Mpa,,,,,,
ECOSIM:0000588,plant canopy turgor water potential,canopy data type,,PSICanopyTurg_pft,CanopyDataType.txt,,,,,Class,,Mpa,,,,,,
ECOSIM:0000589,platn canopy osmotic water potential,canopy data type,,PSICanopyOsmo_pft,CanopyDataType.txt,,,,,Class,,Mpa,,,,,,
ECOSIM:0000590,canopy boundary layer resistance,canopy data type,,CanopyBndlResist_pft,CanopyDataType.txt,"Canopy boundary layer resistance refers to the hindrance or resistance encountered by the exchange of heat, moisture, and gas between the surface of the Earth and the vegetation canopy. It represents the resistance to the transfer of these variables caused by the layer of still air that exists in the immediate vicinity of the canopy. Canopy boundary layer resistance is an important parameter in earth systems modeling as it influences the exchange rates of energy, water, and gases, such as carbon dioxide and oxygen, between the land and the atmosphere.",,,,Class,,h m-1,,,Canopy,BoundaryLayer,,
ECOSIM:0000591,canopy transpiration,canopy data type,,Transpiration_pft,CanopyDataType.txt,,,,,Class,,m3 d-2 h-1,,,,,,
ECOSIM:0000592,negative of canopy evaporation,canopy data type,,VapXAir2Canopy_pft,CanopyDataType.txt,"Negative of canopy evaporation refers to the moisture loss from the aerial parts of the plants (leaves, stem, flowers, etc.), including the evaporation of water through stomata, a process known as transpiration, as well as evaporation from wet surfaces. It is a negative value because moisture is being lost from the system, reducing the overall water content.",,,,Class,,m2 d-2 h-1,,Evaporation,Canopy,,,
ECOSIM:0000593,canopy water content associated with dry matter,canopy data type,,CanopyBiomWater_pft,CanopyDataType.txt,,,,,Class,,m3 d-2,,,,,,
ECOSIM:0000594,Canopy water before mass balance check,canopy data type,,CanopyWaterMassBeg_col,CanopyDataType.txt,,,,,Class,,m3 d-2,,,,,,
ECOSIM:0000595,Canopy water at mass balance check,canopy data type,,CanopyWaterMassEnd_col,CanopyDataType.txt,,,,,Class,,m3 d-2,,,,,,
ECOSIM:0000596,Canopy heat content loss to disturbance,canopy data type,,HeatCanopy2Dist_col,CanopyDataType.txt,,,,,Class,,MJ d-2,,,,,,
ECOSIM:0000597,canopy water loss to disturbance,canopy data type,,QCanopyWat2Dist_col,CanopyDataType.txt,,,,,Class,,m3 d-2 h-1,,,,,,
ECOSIM:0000598,total canopy evaporation + transpiration,canopy data type,,QVegET_col,CanopyDataType.txt,,,,,Class,,m3 d-2 h-1,,,,,,
ECOSIM:0000599,total canopy evaporation,canopy data type,,VapXAir2Canopy_col,CanopyDataType.txt,"Total canopy evaporation (VapXAir2CanG) is the sum of all forms of evaporation from the canopy, including wet canopy evaporation (evaporation of intercept rainfall), cuticular transpiration (water vapor loss through plant leaf cuticle), and lenticular transpiration (evaporation from leaf surface through stomata or pores). It is a key element in the water cycle and influences the energy balance and climate of a region. Canopy evaporation can be influenced by factors like the type of vegetation, leaf surface characteristics, environmental conditions (temperature, humidity), and regional rainfall patterns.",,,,Class,,m3 d-2,,Evaporation,Canopy,,,
ECOSIM:0000600,total canopy heat content,canopy data type,,CanopyHeatStor_col,CanopyDataType.txt,,,,,Class,,MJ  d-2,,,,,,
ECOSIM:0000601,total canopy heat flux,canopy data type,,HeatFlx2Canopy_col,CanopyDataType.txt,,,,,Class,,MJ  d-2 h-1,,,,,,
ECOSIM:0000602,total canopy water content stored in dry matter,canopy data type,,CanopyWat_col,CanopyDataType.txt,Total canopy water content stored in dry matter refers to the total amount of water that can be contained within the dry matter of the canopy of a plant or tree. This measurement is important in studying the water cycle of plants as well as understanding the role of plants in the overall water cycle of the ecosystem.,,,,Class,,m3 d-2,,Content,Canopy,Water,,
ECOSIM:0000603,total canopy LW emission,canopy data type,,LWRadCanG_col,CanopyDataType.txt,,,,,Class,,MJ d-2 h-1,,Emission,Canopy,LWRad,,
ECOSIM:0000604,canopy shortwave albedo,canopy data type,,RadSWLeafAlbedo_pft,CanopyDataType.txt,"Canopy shortwave albedo refers to the fraction of shortwave radiation, specifically in the solar spectrum, that is reflected by the vegetation canopy. It is a parameter used in earth system models to quantify the amount of incoming solar radiation that is reflected back to the atmosphere by the vegetation canopy. Canopy shortwave albedo depends on various factors, including the characteristics of the vegetation, such as leaf structure and pigmentation, as well as the solar zenith angle and atmospheric conditions.",,,,Class,,,,,Canopy,ShortwaveRadiation,,
ECOSIM:0000605,canopy shortwave transmissivity,canopy data type,,RadSWLeafTransmis_pft,CanopyDataType.txt,,,,,Class,,,,,,,,
ECOSIM:0000606,water flux into plant canopy,canopy data type,,PrecIntcptByCanopy_pft,CanopyDataType.txt,,,,,Class,,m3 d-2 h-1,,,,,,
ECOSIM:0000607,canopy held water content,canopy data type,,WatHeldOnCanopy_pft,CanopyDataType.txt,"Canopy held water content refers to the amount of water that is intercepted by the canopy of trees and plants. This water is typically held on the surface of leaves, branches, and other plant structures. Canopy held water content is a key component of the hydrological cycle because it has direct impacts on processes such as evaporation, transpiration, and runoff.",,,,Class,,m3 d-2,,Content,Canopy,Water,,
ECOSIM:0000608,canopy temperature after energy iteration,canopy data type,,TKC_pft,CanopyDataType.txt,,,,,Class,,K,,,,,,
ECOSIM:0000609,canopy temperature,canopy data type,,TdegCCanopy_pft,CanopyDataType.txt,,,,,Class,,oC,,,,,,
ECOSIM:0000610,change in canopy temperature,canopy data type,,DeltaTKC_pft,CanopyDataType.txt,"Change in canopy temperature refers to the variation in the temperature of the plant canopy over a particular period of time. It is an important metric in agronomy and plant physiology as it directly affects multiple processes such as photosynthesis, respiration, transpiration, and plant microclimate. Factors such as weather conditions, solar radiation, wind speed, and plant water status can significantly impact the canopy temperature.",,,,Class,,K,,,Canopy,,,
ECOSIM:0000611,canopy temperature during canopy energy iteration,canopy data type,,TKCanopy_pft,CanopyDataType.txt,,,,,Class,,K,,,,,,
ECOSIM:0000612,minimum sink strength for nonstructural C transfer,canopy data type,,CPOOL3_node,CanopyDataType.txt,,,,,Class,,g d-2,,,,,,
ECOSIM:0000613,effect of canopy chemical element status on seed setting,canopy data type,,NetCumElmntFlx2Plant_pft,CanopyDataType.txt,,,,,Class,,,,,,,,
ECOSIM:0000614,total leaf mass,canopy data type,,tCanLeafC_cl,CanopyDataType.txt,"Total leaf mass refers to the cumulative mass of all leaves of a plant or vegetation system. It is an essential characteristic for studying the energy balance, carbon cycling and water cycle in vegetation ecosystems.",,,,Class,,g d-2,,Mass,Leaf,,,
ECOSIM:0000615,litter kinetic fraction,canopy data type,,ElmAllocmat4Litr,CanopyDataType.txt,"The litter kinetic fraction is a parameter that represents the fraction of litter that undergoes decomposition or decay within a given time period in Earth system models. It is a measure of how quickly organic matter in the litter pool is transformed into soil organic carbon through microbial activity. This parameter is essential for accurately modeling carbon dynamics and cycling in terrestrial ecosystems, as it influences the rates of carbon turnover and the balance between carbon inputs and outputs in the soil system.",,,,Class,,,,,,Litter,,
ECOSIM:0000616,shoot structural chemical element,canopy data type,,ShootElms_pft,CanopyDataType.txt,,,,,Class,,g d-2,,,,,,
ECOSIM:0000617,C4 specific nonstructural shoot C in branch,canopy data type,,C4PhotoShootNonstC_brch,CanopyDataType.txt,,,,,Class,,gC d-2,,,,,,
ECOSIM:0000618,canopy shoot chemical element,canopy data type,,ShootStrutElms_pft,CanopyDataType.txt,,,,,Class,,g d-2,,,,,,
ECOSIM:0000619,canopy leaf chemical element,canopy data type,,LeafStrutElms_pft,CanopyDataType.txt,,,,,Class,,g d-2,,,,,,
ECOSIM:0000620,canopy sheath chemical element,canopy data type,,PetoleStrutElms_pft,CanopyDataType.txt,,,,,Class,,g d-2,,,,,,
ECOSIM:0000621,canopy stalk chemical element,canopy data type,,StalkStrutElms_pft,CanopyDataType.txt,,,,,Class,,g d-2,,,,,,
ECOSIM:0000622,canopy active stalk C,canopy data type,,CanopyStalkC_pft,CanopyDataType.txt,,,,,Class,,g d-2,,,,,,
ECOSIM:0000623,canopy reserve chemical element,canopy data type,,StalkRsrvElms_pft,CanopyDataType.txt,,,,,Class,,g d-2,,,,,,
ECOSIM:0000624,canopy husk chemical element,canopy data type,,HuskStrutElms_pft,CanopyDataType.txt,,,,,Class,,g d-2,,,,,,
ECOSIM:0000625,canopy ear chemical element,canopy data type,,EarStrutElms_pft,CanopyDataType.txt,,,,,Class,,g d-2,,,,,,
ECOSIM:0000626,canopy grain chemical element,canopy data type,,GrainStrutElms_pft,CanopyDataType.txt,,,,,Class,,g d-2,,,,,,
ECOSIM:0000627,plant canopy leaf + sheath C,canopy data type,,CanopyLeafShethC_pft,CanopyDataType.txt,CanopyLeafShethC_pft refers to the parameter that represents the amount of carbon contained in both the leaves and sheaths of plants in a canopy. This parameter is used in Earth system models to simulate the cycling of carbon within vegetation and its impact on the global carbon balance.,,,,Class,,gC d-2,,,LeafPlusSheath|Canopy,Carbon,,
ECOSIM:0000628,canopy layer leaf area,canopy data type,,CanopyLeafAreaZ_pft,CanopyDataType.txt,"Canopy layer leaf area refers to the total surface area covered by leaves within a specific layer of the vegetation canopy. This parameter is important in earth systems modeling as it plays a crucial role in regulating the exchange of energy, water, and carbon dioxide between the vegetation and the atmosphere. The canopy layer leaf area parameter is often used to estimate the overall photosynthetic capacity and productivity of vegetation, as well as to model the interception and absorption of solar radiation within the canopy.",,,,Class,,m2 d-2,,Area,CanopyLayer,Leaf,,
ECOSIM:0000629,canopy net CO2 exchange,canopy data type,,CO2NetFix_pft,CanopyDataType.txt,"Canopy net CO2 exchange (CO2NetFix_pft) refers to the overall balance between carbon dioxide (CO2) uptake and release by the vegetation canopy of a specific plant functional type (pft) in a given ecosystem. It represents the net amount of CO2 absorbed by the vegetation through photosynthesis minus the amount of CO2 released through respiration and other processes. The CO2NetFix_pft parameter is essential for understanding the carbon cycle and its interaction with the atmosphere, as well as for modeling and simulating ecosystem dynamics and responses to environmental changes.",,,,Class,,g d-2 h-1,,NetExchange,Canopy,CO2,,
ECOSIM:0000630,canopy layer leaf C,canopy data type,,CanopyLeafCLyr_pft,CanopyDataType.txt,"Canopy layer leaf C (CanopyLeafCpft_lyr) refers to the amount of carbon stored in the leaves of vegetation within a specific layer of the canopy in an Earth System Model. It represents the total mass of carbon in the leaves, including both living and dead biomass. Canopy layer leaf C is an important parameter for calculating the carbon balance and productivity of vegetation in a given ecosystem, and it is influenced by factors such as photosynthesis, respiration, and allocation of carbon to different plant organs.",,,,Class,,g d-2,,Carbon,Canopy,Leaf,,
ECOSIM:0000631,canopy nonstructural chemical element,canopy data type,,CanopyNonstElms_pft,CanopyDataType.txt,,,,,Class,,g d-2,,,,,,
ECOSIM:0000632,canopy nonstructural chemical element concentration,canopy data type,,CanopyNonstElmConc_pft,CanopyDataType.txt,,,,,Class,,g d-2,,,,,,
ECOSIM:0000633,plant canopy layer stem area,canopy data type,,CanopyStemAreaZ_pft,CanopyDataType.txt,"Plant canopy layer stem area refers to the total cross-sectional area of plant stems within a specific vertical layer of the canopy. It represents the surface area available for water and nutrient uptake, as well as the mechanical support for the aboveground biomass in that particular layer of the plant canopy.",,,,Class,,m2 d-2,,,,,,
ECOSIM:0000634,canopy nodule nonstructural chemical element,canopy data type,,CanopyNodulNonstElms_pft,CanopyDataType.txt,,,,,Class,,g d-2,,,,,,
ECOSIM:0000635,canopy nodule chemical elemental biomass,canopy data type,,CanopyNodulElms_pft,CanopyDataType.txt,,,,,Class,,g d-2,,,,,,
ECOSIM:0000636,branch active stalk C,canopy data type,,StalkLiveBiomassC_brch,CanopyDataType.txt,,,,,Class,,g d-2,,,,,,
ECOSIM:0000637,branch nonstructural chemical element,canopy data type,,CanopyNonstElms_brch,CanopyDataType.txt,,,,,Class,,g d-2,,,,,,
ECOSIM:0000638,plant branch leaf + sheath C,canopy data type,,LeafPetolBiomassC_brch,CanopyDataType.txt,,,,,Class,,g d-2,,,,,,
ECOSIM:0000639,branch shoot C,canopy data type,,ShootStrutElms_brch,CanopyDataType.txt,"Branch shoot C refers to the amount of carbon stored in the branches and shoots of a plant or tree. This is an important measure in studies of carbon sequestration and the carbon cycle, as plants and trees play a vital role in absorbing CO2 from the atmosphere.",,,,Class,,g d-2,,,BranchShoot,Carbon,,
ECOSIM:0000640,branch leaf chemical element,canopy data type,,LeafStrutElms_brch,CanopyDataType.txt,,,,,Class,,g d-2,,,,,,
ECOSIM:0000641,branch sheath chemical element,canopy data type,,PetoleStrutElms_brch,CanopyDataType.txt,,,,,Class,,g d-2,,,,,,
ECOSIM:0000642,branch stalk chemical element,canopy data type,,StalkStrutElms_brch,CanopyDataType.txt,,,,,Class,,g d-2,,,,,,
